STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Total_threats,Total_fem,safety_index
ANDHRA PRADESH,GUNTUR,2009,40,62,26,340,451,720,0,1639,42138631,3.89E-05
ANDHRA PRADESH,HYDERABAD CITY,2009,47,55,36,295,63,1363,0,1859,42138631,4.41E-05
ANDHRA PRADESH,KARIMNAGAR,2009,48,106,40,292,234,635,0,1355,42138631,3.22E-05
ANDHRA PRADESH,KHAMMAM,2009,98,96,18,205,152,519,0,1088,42138631,2.58E-05
ANDHRA PRADESH,KRISHNA,2009,43,35,14,297,130,402,0,921,42138631,2.19E-05
ANDHRA PRADESH,KURNOOL,2009,31,73,17,398,365,239,0,1123,42138631,2.67E-05
ANDHRA PRADESH,MAHABOOBNAGAR,2009,74,101,24,215,75,299,0,788,42138631,1.87E-05
ANDHRA PRADESH,MEDAK,2009,46,51,27,118,58,368,0,668,42138631,1.59E-05
ANDHRA PRADESH,NALGONDA,2009,77,75,41,254,205,364,0,1016,42138631,2.41E-05
ANDHRA PRADESH,NELLORE,2009,32,48,3,287,128,305,0,803,42138631,1.91E-05
ANDHRA PRADESH,NIZAMABAD,2009,27,41,19,79,75,518,0,759,42138631,1.80E-05
ANDHRA PRADESH,PRAKASHAM,2009,27,44,14,197,51,248,0,581,42138631,1.38E-05
ANDHRA PRADESH,RANGA REDDY,2009,26,20,20,44,25,108,0,243,42138631,5.77E-06
ANDHRA PRADESH,SECUNDERABAD RLY.,2009,0,0,0,3,0,0,0,3,42138631,7.12E-08
ANDHRA PRADESH,SRIKAKULAM,2009,21,20,6,67,44,211,0,369,42138631,8.76E-06
ANDHRA PRADESH,VIJAYAWADA CITY,2009,23,53,17,177,198,433,0,901,42138631,2.14E-05
ANDHRA PRADESH,VIJAYAWADA RLY.,2009,0,0,0,0,0,0,0,0,42138631,0
ANDHRA PRADESH,VISAKHA RURAL,2009,14,7,8,57,56,167,0,309,42138631,7.33E-06
ANDHRA PRADESH,VISAKHAPATNAM,2009,39,26,13,95,54,481,0,708,42138631,1.68E-05
ANDHRA PRADESH,VIZIANAGARAM,2009,13,12,8,103,105,297,0,538,42138631,1.28E-05
ANDHRA PRADESH,WARANGAL,2009,70,130,49,234,25,432,0,940,42138631,2.23E-05
ANDHRA PRADESH,WEST GODAVARI,2009,114,89,14,384,196,729,0,1526,42138631,3.62E-05
ANDHRA PRADESH,TOTAL,2009,1188,1526,546,5147,3520,11297,0,23224,42138631,0.000551133
ARUNACHAL PRADESH,ANJAW,2009,0,0,0,0,0,0,0,0,669815,0
ARUNACHAL PRADESH,CHANGLANG,2009,8,6,0,3,0,4,0,21,669815,3.14E-05
ARUNACHAL PRADESH,DIBANG VALLEY,2009,3,4,0,2,0,1,0,10,669815,1.49E-05
ARUNACHAL PRADESH,K/KUMEY,2009,5,0,0,0,0,0,0,5,669815,7.46E-06
ARUNACHAL PRADESH,KAMENG EAST,2009,3,3,0,1,0,0,0,7,669815,1.05E-05
ARUNACHAL PRADESH,KAMENG WEST,2009,1,0,0,5,0,1,0,7,669815,1.05E-05
ARUNACHAL PRADESH,LOHIT,2009,8,2,0,5,0,0,0,15,669815,2.24E-05
ARUNACHAL PRADESH,PAPUM PARE,2009,11,3,0,10,6,1,0,31,669815,4.63E-05
ARUNACHAL PRADESH,SIANG EAST,2009,9,3,0,6,0,1,0,19,669815,2.84E-05
ARUNACHAL PRADESH,SIANG UPPER,2009,2,0,0,1,0,0,0,3,669815,4.48E-06
ARUNACHAL PRADESH,SIANG WEST,2009,5,4,0,6,0,4,0,19,669815,2.84E-05
ARUNACHAL PRADESH,SUBANSIRI LOWER,2009,2,1,0,8,0,0,0,11,669815,1.64E-05
ARUNACHAL PRADESH,SUBANSIRI UPPER,2009,1,1,0,5,0,1,0,8,669815,1.19E-05
ARUNACHAL PRADESH,TAWANG,2009,0,0,0,0,0,0,0,0,669815,0
ARUNACHAL PRADESH,TIRAP,2009,1,1,0,6,0,0,0,8,669815,1.19E-05
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2009,0,0,0,0,0,0,0,0,669815,0
ARUNACHAL PRADESH,TOTAL,2009,59,28,0,58,6,13,0,164,669815,0.000244844
ASSAM,BARPETA,2009,123,98,29,130,0,206,0,586,15266133,3.84E-05
ASSAM,BASKA,2009,18,23,3,8,0,25,0,77,15266133,5.04E-06
ASSAM,BONGAIGAON,2009,54,53,4,5,0,118,0,234,15266133,1.53E-05
ASSAM,C.I.D.,2009,0,0,0,0,0,0,0,0,15266133,0
ASSAM,CACHAR,2009,70,131,23,29,1,479,0,733,15266133,4.80E-05
ASSAM,CHIRANG,2009,35,51,1,1,0,51,0,139,15266133,9.11E-06
ASSAM,DARRANG,2009,80,96,7,139,0,236,0,558,15266133,3.66E-05
ASSAM,DHEMAJI,2009,62,63,1,42,0,110,0,278,15266133,1.82E-05
ASSAM,DHUBRI,2009,150,147,20,154,2,375,0,848,15266133,5.55E-05
ASSAM,DIBRUGARH,2009,46,6,3,44,0,92,0,191,15266133,1.25E-05
ASSAM,G.R.P.,2009,0,0,0,0,0,0,0,0,15266133,0
ASSAM,GOALPARA,2009,90,89,2,2,0,252,0,435,15266133,2.85E-05
ASSAM,GOLAGHAT,2009,35,97,0,46,0,108,0,286,15266133,1.87E-05
ASSAM,GUWAHATI CITY,2009,54,231,9,162,0,321,0,777,15266133,5.09E-05
ASSAM,HAILAKANDI,2009,45,44,8,12,0,81,0,190,15266133,1.24E-05
ASSAM,JORHAT,2009,36,40,1,53,0,116,0,246,15266133,1.61E-05
ASSAM,KAMRUP,2009,57,108,3,35,0,108,0,311,15266133,2.04E-05
ASSAM,KARBI ANGLONG,2009,17,14,0,9,0,23,0,63,15266133,4.13E-06
ASSAM,KARIMGANJ,2009,26,36,12,9,0,106,1,190,15266133,1.24E-05
ASSAM,KOKRAJHAR,2009,44,35,1,26,0,70,0,176,15266133,1.15E-05
ASSAM,LAKHIMPUR,2009,54,97,3,42,0,187,0,383,15266133,2.51E-05
ASSAM,MORIGAON,2009,88,69,3,60,0,98,0,318,15266133,2.08E-05
ASSAM,N.C.HILLS,2009,3,6,0,4,0,3,0,16,15266133,1.05E-06
ASSAM,NAGAON,2009,162,221,12,134,7,655,0,1191,15266133,7.80E-05
ASSAM,NALBARI,2009,31,48,6,76,0,73,0,234,15266133,1.53E-05
ASSAM,R.P.O.,2009,7,0,0,0,0,0,0,7,15266133,4.59E-07
ASSAM,SIBSAGAR,2009,71,0,4,52,0,149,0,276,15266133,1.81E-05
ASSAM,SONITPUR,2009,89,169,11,38,0,246,0,553,15266133,3.62E-05
ASSAM,TINSUKIA,2009,58,87,2,8,0,62,0,217,15266133,1.42E-05
ASSAM,UDALGURI,2009,26,33,2,22,0,48,0,131,15266133,8.58E-06
ASSAM,TOTAL,2009,1631,2092,170,1342,10,4398,1,9644,15266133,0.000631725
BIHAR,ARARIA,2009,28,50,21,4,0,18,0,121,49821295,2.43E-06
BIHAR,ARWAL,2009,2,10,10,9,0,6,0,37,49821295,7.43E-07
BIHAR,AURANGABAD,2009,19,53,37,16,0,46,0,171,49821295,3.43E-06
BIHAR,BAGAHA,2009,8,34,14,44,0,13,0,113,49821295,2.27E-06
BIHAR,BANKA,2009,31,45,19,4,1,24,0,124,49821295,2.49E-06
BIHAR,BEGUSARAI,2009,12,39,46,10,0,47,2,156,49821295,3.13E-06
BIHAR,BETTIAH,2009,22,76,37,3,0,38,0,176,49821295,3.53E-06
BIHAR,BHABHUA,2009,4,25,19,0,0,16,0,64,49821295,1.28E-06
BIHAR,BHAGALPUR,2009,28,44,15,2,0,47,0,136,49821295,2.73E-06
BIHAR,BHOJPUR,2009,11,37,54,0,2,275,0,379,49821295,7.61E-06
BIHAR,BUXAR,2009,14,45,26,17,0,50,0,152,49821295,3.05E-06
BIHAR,DARBHANGA,2009,27,77,33,10,0,247,0,394,49821295,7.91E-06
BIHAR,GAYA,2009,20,66,46,12,0,106,5,255,49821295,5.12E-06
BIHAR,GOPALGANJ,2009,37,71,42,39,0,127,0,316,49821295,6.34E-06
BIHAR,JAMALPUR RLY.,2009,1,0,0,2,0,0,0,3,49821295,6.02E-08
BIHAR,JAMUI,2009,15,21,17,7,0,56,0,116,49821295,2.33E-06
BIHAR,JEHANABAD,2009,8,9,43,11,0,42,0,113,49821295,2.27E-06
BIHAR,KATIHAR,2009,120,41,17,5,0,55,0,238,49821295,4.78E-06
BIHAR,KATIHAR RLY.,2009,1,0,0,2,0,0,0,3,49821295,6.02E-08
BIHAR,KHAGARIA,2009,8,28,23,37,0,7,1,104,49821295,2.09E-06
BIHAR,KISHANGANJ,2009,33,30,6,0,0,32,0,101,49821295,2.03E-06
BIHAR,LAKHISARAI,2009,15,16,13,25,5,25,0,99,49821295,1.99E-06
BIHAR,MADHEPURA,2009,11,28,19,4,0,11,0,73,49821295,1.47E-06
BIHAR,MADHUBANI,2009,19,78,31,20,0,71,0,219,49821295,4.40E-06
BIHAR,MOTIHARI,2009,31,117,49,6,0,41,0,244,49821295,4.90E-06
BIHAR,MUNGER,2009,12,48,12,0,0,54,0,126,49821295,2.53E-06
BIHAR,MUZAFFARPUR,2009,55,111,77,13,0,109,0,365,49821295,7.33E-06
BIHAR,MUZAFFARPUR RLY.,2009,3,1,1,5,0,0,0,10,49821295,2.01E-07
BIHAR,NALANDA,2009,33,67,74,88,0,33,0,295,49821295,5.92E-06
BIHAR,NAUGACHIA,2009,6,31,9,56,0,13,0,115,49821295,2.31E-06
BIHAR,NAWADAH,2009,14,34,21,6,1,60,0,136,49821295,2.73E-06
BIHAR,PATNA,2009,46,167,95,21,0,341,0,670,49821295,1.34E-05
BIHAR,PATNA RLY.,2009,0,7,3,17,0,0,0,27,49821295,5.42E-07
BIHAR,PURNEA,2009,49,25,20,35,3,76,0,208,49821295,4.17E-06
BIHAR,ROHTAS,2009,18,11,41,38,0,57,23,188,49821295,3.77E-06
BIHAR,SAHARSA,2009,28,9,11,36,0,15,0,99,49821295,1.99E-06
BIHAR,SAMASTIPUR,2009,26,27,68,21,0,64,0,206,49821295,4.13E-06
BIHAR,SARAN,2009,11,73,57,20,0,132,0,293,49821295,5.88E-06
BIHAR,SHEIKHPURA,2009,6,9,8,0,0,14,0,37,49821295,7.43E-07
BIHAR,SHEOHAR,2009,4,16,7,6,0,12,0,45,49821295,9.03E-07
BIHAR,SITAMARHI,2009,8,81,27,20,0,14,0,150,49821295,3.01E-06
BIHAR,SIWAN,2009,14,72,42,6,0,25,0,159,49821295,3.19E-06
BIHAR,SUPAUL,2009,26,29,12,21,0,30,0,118,49821295,2.37E-06
BIHAR,VAISHALI,2009,45,128,73,28,0,83,0,357,49821295,7.17E-06
BIHAR,TOTAL,2009,929,1986,1295,726,12,2532,31,7511,49821295,0.000150759
CHHATTISGARH,BALRAMPUR,2009,43,10,2,40,26,0,0,121,12712303,9.52E-06
CHHATTISGARH,BILASPUR,2009,59,32,30,175,17,131,0,444,12712303,3.49E-05
CHHATTISGARH,BIZAPUR,2009,10,0,0,1,0,3,0,14,12712303,1.10E-06
CHHATTISGARH,DANTEWARA,2009,14,5,0,14,0,5,0,38,12712303,2.99E-06
CHHATTISGARH,DHAMTARI,2009,24,7,1,64,3,15,0,114,12712303,8.97E-06
CHHATTISGARH,DURG,2009,109,17,8,223,20,124,0,501,12712303,3.94E-05
CHHATTISGARH,GRP RAIPUR,2009,0,1,0,1,0,1,0,3,12712303,2.36E-07
CHHATTISGARH,JAGDALPUR,2009,60,15,0,36,1,17,0,129,12712303,1.01E-05
CHHATTISGARH,JANJGIR,2009,25,11,12,97,10,96,0,251,12712303,1.97E-05
CHHATTISGARH,JASHPUR,2009,64,24,3,57,2,25,0,175,12712303,1.38E-05
CHHATTISGARH,KABIRDHAM,2009,20,0,1,55,6,29,0,111,12712303,8.73E-06
CHHATTISGARH,KANKER,2009,22,4,2,28,2,16,0,74,12712303,5.82E-06
CHHATTISGARH,KORBA,2009,35,4,9,82,8,52,0,190,12712303,1.49E-05
CHHATTISGARH,KORIYA,2009,70,8,4,83,11,58,0,234,12712303,1.84E-05
CHHATTISGARH,MAHASAMUND,2009,28,4,8,60,4,17,0,121,12712303,9.52E-06
CHHATTISGARH,NARAYANPUR,2009,1,0,1,4,0,0,0,6,12712303,4.72E-07
CHHATTISGARH,RAIGARH,2009,43,18,9,73,4,36,0,183,12712303,1.44E-05
CHHATTISGARH,RAIPUR,2009,145,35,26,260,32,120,0,618,12712303,4.86E-05
CHHATTISGARH,RAJNANDGAON,2009,47,12,8,78,5,59,0,209,12712303,1.64E-05
CHHATTISGARH,SARGUJA,2009,81,15,1,86,0,45,0,228,12712303,1.79E-05
CHHATTISGARH,SURAJPUR,2009,76,7,3,81,1,44,0,212,12712303,1.67E-05
CHHATTISGARH,TOTAL,2009,976,229,128,1598,152,893,0,3976,12712303,0.000312768
GOA,NORTH GOA,2009,31,10,1,17,5,12,0,76,719405,0.000105643
GOA,SOUTH GOA,2009,16,12,2,20,5,9,0,64,719405,8.90E-05
GOA,TOTAL,2009,47,22,3,37,10,21,0,140,719405,0.000194605
GUJARAT,AHMEDABAD COMMR.,2009,63,132,5,74,18,1169,0,1461,28948432,5.05E-05
GUJARAT,AHMEDABAD RURAL,2009,9,38,1,17,0,131,0,196,28948432,6.77E-06
GUJARAT,AHWA-DANG,2009,3,0,0,2,0,4,0,9,28948432,3.11E-07
GUJARAT,AMRELI,2009,8,50,1,21,4,131,0,215,28948432,7.43E-06
GUJARAT,ANAND,2009,13,35,0,29,3,231,0,311,28948432,1.07E-05
GUJARAT,BHARUCH,2009,18,25,0,22,3,113,0,181,28948432,6.25E-06
GUJARAT,BHAVNAGAR,2009,9,64,0,41,42,157,0,313,28948432,1.08E-05
GUJARAT,DAHOD,2009,10,40,0,22,0,50,0,122,28948432,4.21E-06
GUJARAT,GANDHINAGAR,2009,7,28,0,10,3,174,0,222,28948432,7.67E-06
GUJARAT,HIMATNAGAR,2009,15,35,0,23,0,208,0,281,28948432,9.71E-06
GUJARAT,JAMNAGAR,2009,17,20,1,18,3,241,0,300,28948432,1.04E-05
GUJARAT,JUNAGADH,2009,14,60,1,48,10,473,0,606,28948432,2.09E-05
GUJARAT,KHEDA NORTH,2009,15,31,0,27,0,102,0,175,28948432,6.05E-06
GUJARAT,KUTCH,2009,10,34,0,27,2,242,0,315,28948432,1.09E-05
GUJARAT,MEHSANA,2009,10,50,0,23,1,154,0,238,28948432,8.22E-06
GUJARAT,NARMADA,2009,6,3,0,6,0,10,0,25,28948432,8.64E-07
GUJARAT,NAVSARI,2009,4,1,0,0,1,31,0,37,28948432,1.28E-06
GUJARAT,PALANPUR,2009,26,87,0,55,1,217,0,386,28948432,1.33E-05
GUJARAT,PANCHMAHAL,2009,15,51,0,27,3,147,0,243,28948432,8.39E-06
GUJARAT,PATAN,2009,19,20,0,43,0,136,0,218,28948432,7.53E-06
GUJARAT,PORBANDAR,2009,3,17,0,2,2,53,0,77,28948432,2.66E-06
GUJARAT,RAJKOT COMMR.,2009,8,38,1,19,8,271,0,345,28948432,1.19E-05
GUJARAT,RAJKOT RURAL,2009,28,52,5,32,3,279,0,399,28948432,1.38E-05
GUJARAT,SURAT COMMR.,2009,28,74,9,34,2,351,0,498,28948432,1.72E-05
GUJARAT,SURAT RURAL,2009,10,12,0,4,0,21,0,47,28948432,1.62E-06
GUJARAT,SURENDRANAGAR,2009,18,54,0,39,3,120,0,234,28948432,8.08E-06
GUJARAT,TAPI,2009,7,4,0,0,0,7,0,18,28948432,6.22E-07
GUJARAT,VADODARA COMMR.,2009,6,28,0,17,0,178,0,229,28948432,7.91E-06
GUJARAT,VADODARA RURAL,2009,23,66,0,35,0,75,0,199,28948432,6.87E-06
GUJARAT,VALSAD,2009,10,12,0,5,0,27,0,54,28948432,1.87E-06
GUJARAT,W.RLY,2009,1,1,0,5,2,3,0,12,28948432,4.15E-07
GUJARAT,TOTAL,2009,433,1162,24,727,114,5506,0,7966,28948432,0.000275179
HARYANA,AMBALA,2009,28,16,14,18,17,155,0,248,11856728,2.09E-05
HARYANA,BHIWANI,2009,37,53,17,37,21,88,0,253,11856728,2.13E-05
HARYANA,FARIDABAD,2009,35,62,17,26,4,179,0,323,11856728,2.72E-05
HARYANA,FATEHABAD,2009,9,34,12,10,7,80,0,152,11856728,1.28E-05
HARYANA,GRP,2009,3,1,10,2,216,1,0,233,11856728,1.97E-05
HARYANA,GURGAON,2009,29,42,24,21,40,128,0,284,11856728,2.40E-05
HARYANA,HISSAR,2009,33,26,15,27,14,208,0,323,11856728,2.72E-05
HARYANA,JHAJJAR,2009,20,15,13,20,20,78,0,166,11856728,1.40E-05
HARYANA,JIND,2009,35,30,11,33,49,97,0,255,11856728,2.15E-05
HARYANA,KAITHAL,2009,24,16,13,20,0,187,0,260,11856728,2.19E-05
HARYANA,KARNAL,2009,48,40,17,32,21,225,0,383,11856728,3.23E-05
HARYANA,KURUKSHETRA,2009,43,47,5,20,29,101,0,245,11856728,2.07E-05
HARYANA,MAHENDRAGARH,2009,10,19,10,13,0,58,0,110,11856728,9.28E-06
HARYANA,MEWAT,2009,16,12,5,11,3,181,0,228,11856728,1.92E-05
HARYANA,PALWAL,2009,33,25,12,23,0,88,0,181,11856728,1.53E-05
HARYANA,PANCHKULA,2009,18,10,1,12,0,72,0,113,11856728,9.53E-06
HARYANA,PANIPAT,2009,45,31,19,26,44,117,0,282,11856728,2.38E-05
HARYANA,REWARI,2009,19,29,14,19,20,55,0,156,11856728,1.32E-05
HARYANA,ROHTAK,2009,36,30,18,30,38,113,0,265,11856728,2.24E-05
HARYANA,SIRSA,2009,24,28,6,10,0,97,0,165,11856728,1.39E-05
HARYANA,SONIPAT,2009,32,42,17,21,46,129,0,287,11856728,2.42E-05
HARYANA,YAMUNANAGAR,2009,26,51,11,20,16,180,0,304,11856728,2.56E-05
HARYANA,TOTAL,2009,603,659,281,451,605,2617,0,5216,11856728,0.000439919
HIMACHAL PRADESH,BADDIPOLICEDIST,2009,2,1,0,5,0,9,0,17,3382729,5.03E-06
HIMACHAL PRADESH,BILASPUR,2009,14,5,1,28,4,21,0,73,3382729,2.16E-05
HIMACHAL PRADESH,CHAMBA,2009,20,15,0,29,0,14,0,78,3382729,2.31E-05
HIMACHAL PRADESH,CID,2009,0,0,0,0,0,0,0,0,3382729,0
HIMACHAL PRADESH,G.R.P.,2009,0,0,0,0,0,0,0,0,3382729,0
HIMACHAL PRADESH,HAMIRPUR,2009,9,14,0,22,5,30,0,80,3382729,2.36E-05
HIMACHAL PRADESH,KANGRA,2009,23,22,0,49,5,49,0,148,3382729,4.38E-05
HIMACHAL PRADESH,KINNAUR,2009,6,1,0,3,0,2,0,12,3382729,3.55E-06
HIMACHAL PRADESH,KULLU,2009,24,10,0,23,1,16,0,74,3382729,2.19E-05
HIMACHAL PRADESH,LAHAUL-SPITI,2009,1,0,0,0,2,2,0,5,3382729,1.48E-06
HIMACHAL PRADESH,MANDI,2009,22,11,0,59,5,29,0,126,3382729,3.72E-05
HIMACHAL PRADESH,SHIMLA,2009,28,22,0,32,5,39,0,126,3382729,3.72E-05
HIMACHAL PRADESH,SIRMAUR,2009,15,9,0,34,2,28,0,88,3382729,2.60E-05
HIMACHAL PRADESH,SOLAN,2009,8,6,0,13,2,15,0,44,3382729,1.30E-05
HIMACHAL PRADESH,UNA,2009,11,6,0,21,6,30,0,74,3382729,2.19E-05
HIMACHAL PRADESH,TOTAL,2009,183,122,1,318,37,284,0,945,3382729,0.00027936
JAMMU & KASHMIR,ANANTNAG,2009,8,81,0,84,38,4,0,215,5900640,3.64E-05
JAMMU & KASHMIR,AWANTIPORA,2009,5,11,0,17,0,0,0,33,5900640,5.59E-06
JAMMU & KASHMIR,BANDIPORA,2009,4,49,0,66,11,0,0,130,5900640,2.20E-05
JAMMU & KASHMIR,BARAMULLA,2009,14,80,0,127,25,0,0,246,5900640,4.17E-05
JAMMU & KASHMIR,BUDGAM,2009,10,71,0,105,34,1,0,221,5900640,3.75E-05
JAMMU & KASHMIR,CRIME JAMMU,2009,0,0,0,0,0,0,0,0,5900640,0
JAMMU & KASHMIR,CRIME SRINAGAR,2009,0,0,0,0,0,0,0,0,5900640,0
JAMMU & KASHMIR,DODA,2009,18,38,0,21,10,19,0,106,5900640,1.80E-05
JAMMU & KASHMIR,GANDERBAL,2009,7,25,0,45,2,3,0,82,5900640,1.39E-05
JAMMU & KASHMIR,HANDWARA,2009,5,16,0,46,5,0,0,72,5900640,1.22E-05
JAMMU & KASHMIR,JAMMU,2009,29,66,10,29,59,62,0,255,5900640,4.32E-05
JAMMU & KASHMIR,KARGIL,2009,1,1,0,1,0,0,0,3,5900640,5.08E-07
JAMMU & KASHMIR,KATHUA,2009,9,23,1,16,8,4,0,61,5900640,1.03E-05
JAMMU & KASHMIR,KISHTWAR,2009,3,23,0,3,5,5,0,39,5900640,6.61E-06
JAMMU & KASHMIR,KULGAM,2009,9,50,0,73,9,0,0,141,5900640,2.39E-05
JAMMU & KASHMIR,KUPWARA,2009,6,22,0,20,7,3,0,58,5900640,9.83E-06
JAMMU & KASHMIR,LEH,2009,2,1,0,3,0,0,0,6,5900640,1.02E-06
JAMMU & KASHMIR,POONCH,2009,12,19,0,29,1,17,0,78,5900640,1.32E-05
JAMMU & KASHMIR,PULWAMA,2009,5,25,0,18,7,0,0,55,5900640,9.32E-06
JAMMU & KASHMIR,RAILWAYS,2009,0,0,0,0,2,0,0,2,5900640,3.39E-07
JAMMU & KASHMIR,RAILWAYS KMR,2009,0,0,0,2,0,0,0,2,5900640,3.39E-07
JAMMU & KASHMIR,RAJOURI,2009,22,33,1,25,3,44,0,128,5900640,2.17E-05
JAMMU & KASHMIR,RAMBAN,2009,12,15,0,8,6,0,0,41,5900640,6.95E-06
JAMMU & KASHMIR,REASI,2009,9,13,0,10,7,0,0,39,5900640,6.61E-06
JAMMU & KASHMIR,SAMBA,2009,6,7,0,4,4,5,0,26,5900640,4.41E-06
JAMMU & KASHMIR,SHOPIAN,2009,5,41,0,48,5,0,0,99,5900640,1.68E-05
JAMMU & KASHMIR,SRINAGAR,2009,21,106,0,165,118,27,0,437,5900640,7.41E-05
JAMMU & KASHMIR,UDHAMPUR,2009,15,9,0,7,5,2,0,38,5900640,6.44E-06
JAMMU & KASHMIR,TOTAL,2009,237,825,12,972,371,196,0,2613,5900640,0.000442833
JHARKHAND,BOKARO,2009,18,33,16,2,0,77,0,146,16057819,9.09E-06
JHARKHAND,CHAIBASA,2009,34,13,6,23,0,37,0,113,16057819,7.04E-06
JHARKHAND,CHATRA,2009,16,20,11,0,0,7,0,54,16057819,3.36E-06
JHARKHAND,DEOGHAR,2009,45,15,18,4,22,36,0,140,16057819,8.72E-06
JHARKHAND,DHANBAD,2009,36,65,45,24,3,59,0,232,16057819,1.44E-05
JHARKHAND,DHANBAD RLY.,2009,0,0,0,3,0,1,0,4,16057819,2.49E-07
JHARKHAND,DUMKA,2009,61,21,5,2,0,56,0,145,16057819,9.03E-06
JHARKHAND,GARHWA,2009,27,31,12,11,0,35,0,116,16057819,7.22E-06
JHARKHAND,GIRIDIH,2009,28,0,45,37,51,3,0,164,16057819,1.02E-05
JHARKHAND,GODDA,2009,24,29,7,20,0,30,0,110,16057819,6.85E-06
JHARKHAND,GUMLA,2009,39,14,1,7,0,12,0,73,16057819,4.55E-06
JHARKHAND,HAZARIBAGH,2009,33,48,32,9,0,9,0,131,16057819,8.16E-06
JHARKHAND,JAMSHEDPUR,2009,46,40,8,33,4,78,1,210,16057819,1.31E-05
JHARKHAND,JAMSHEDPUR RLY.,2009,1,3,0,1,0,2,0,7,16057819,4.36E-07
JHARKHAND,JAMTARA,2009,21,0,10,14,0,14,0,59,16057819,3.67E-06
JHARKHAND,KHUNTI,2009,4,5,0,2,0,6,1,18,16057819,1.12E-06
JHARKHAND,KODERMA,2009,6,11,13,8,2,37,0,77,16057819,4.80E-06
JHARKHAND,LATEHAR,2009,13,15,6,4,0,2,0,40,16057819,2.49E-06
JHARKHAND,LOHARDAGGA,2009,20,5,1,5,0,14,0,45,16057819,2.80E-06
JHARKHAND,PAKUR,2009,46,6,3,12,0,33,0,100,16057819,6.23E-06
JHARKHAND,PALAMU,2009,37,40,18,18,0,34,0,147,16057819,9.15E-06
JHARKHAND,RAMGARH,2009,16,18,12,5,0,20,0,71,16057819,4.42E-06
JHARKHAND,RANCHI,2009,63,42,19,12,0,68,4,208,16057819,1.30E-05
JHARKHAND,SAHEBGANJ,2009,45,27,4,16,1,33,0,126,16057819,7.85E-06
JHARKHAND,SARAIKELA,2009,23,11,3,1,0,7,0,45,16057819,2.80E-06
JHARKHAND,SIMDEGA,2009,17,5,0,3,0,0,0,25,16057819,1.56E-06
JHARKHAND,TOTAL,2009,719,517,295,276,83,710,6,2606,16057819,0.000162289
KARNATAKA,BAGALKOT,2009,8,9,7,59,0,58,0,141,30128640,4.68E-06
KARNATAKA,BANGALORE COMMR.,2009,65,2,50,251,35,367,0,770,30128640,2.56E-05
KARNATAKA,BANGALORE RURAL,2009,14,4,14,48,0,79,0,159,30128640,5.28E-06
KARNATAKA,BELGAUM,2009,39,43,10,220,3,311,0,626,30128640,2.08E-05
KARNATAKA,BELLARY,2009,11,19,7,66,0,75,0,178,30128640,5.91E-06
KARNATAKA,BIDAR,2009,12,4,3,38,0,81,0,138,30128640,4.58E-06
KARNATAKA,BIJAPUR,2009,19,23,0,73,0,139,0,254,30128640,8.43E-06
KARNATAKA,CBPURA,2009,11,18,11,43,1,38,0,122,30128640,4.05E-06
KARNATAKA,CHAMARAJNAGAR,2009,8,7,6,55,0,44,0,120,30128640,3.98E-06
KARNATAKA,CHICKMAGALUR,2009,13,12,1,64,5,104,0,199,30128640,6.61E-06
KARNATAKA,CHITRADURGA,2009,26,21,10,102,0,83,0,242,30128640,8.03E-06
KARNATAKA,DAKSHIN KANNADA,2009,14,5,1,61,2,69,0,152,30128640,5.05E-06
KARNATAKA,DAVANAGERE,2009,16,15,12,90,0,112,0,245,30128640,8.13E-06
KARNATAKA,DHARWAD COMMR.,2009,6,9,5,12,1,52,0,85,30128640,2.82E-06
KARNATAKA,DHARWAD RURAL,2009,4,1,3,29,0,31,0,68,30128640,2.26E-06
KARNATAKA,GADAG,2009,4,7,0,44,0,34,0,89,30128640,2.95E-06
KARNATAKA,GULBARGA,2009,32,41,8,68,0,170,0,319,30128640,1.06E-05
KARNATAKA,HASSAN,2009,22,15,15,75,0,103,2,232,30128640,7.70E-06
KARNATAKA,HAVERI,2009,5,0,3,50,0,47,0,105,30128640,3.49E-06
KARNATAKA,K.G.F.,2009,9,0,4,10,0,18,0,41,30128640,1.36E-06
KARNATAKA,KODAGU,2009,14,8,5,24,2,46,0,99,30128640,3.29E-06
KARNATAKA,KOLAR,2009,10,8,11,17,2,18,0,66,30128640,2.19E-06
KARNATAKA,KOPPAL,2009,14,13,5,32,0,57,0,121,30128640,4.02E-06
KARNATAKA,MANDYA,2009,16,19,8,85,0,125,0,253,30128640,8.40E-06
KARNATAKA,MYSORE COMMR.,2009,14,19,6,22,0,188,0,249,30128640,8.26E-06
KARNATAKA,MYSORE RURAL,2009,21,9,18,89,0,114,0,251,30128640,8.33E-06
KARNATAKA,RAICHUR,2009,21,18,9,85,4,141,0,278,30128640,9.23E-06
KARNATAKA,RAILWAYS,2009,1,0,1,2,0,0,0,4,30128640,1.33E-07
KARNATAKA,RAMANAGAR,2009,12,13,11,70,0,62,0,168,30128640,5.58E-06
KARNATAKA,SHIMOGA,2009,15,27,5,137,3,255,0,442,30128640,1.47E-05
