STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Total_threats,Total_fem,safety_index
ARUNACHAL PRADESH,SIANG EAST,2004,11,10,0,11,0,1,0,33,669815,4.93E-05
ARUNACHAL PRADESH,SIANG UPPER,2004,1,0,0,2,0,0,0,3,669815,4.48E-06
ARUNACHAL PRADESH,SIANG WEST,2004,6,6,0,8,0,0,0,20,669815,2.99E-05
ARUNACHAL PRADESH,SUBANSIRI LOWER,2004,0,0,0,1,0,0,0,1,669815,1.49E-06
ARUNACHAL PRADESH,SUBANSIRI UPPER,2004,0,4,0,3,0,1,0,8,669815,1.19E-05
ARUNACHAL PRADESH,TAWANG,2004,0,0,0,13,0,1,0,14,669815,2.09E-05
ARUNACHAL PRADESH,TIRAP,2004,1,2,0,1,0,0,0,4,669815,5.97E-06
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2004,0,0,0,0,0,0,0,0,669815,0
ARUNACHAL PRADESH,TOTAL,2004,42,41,0,61,0,4,0,148,669815,0.000220957
ASSAM,BARPETA,2004,50,60,8,25,4,102,0,249,15266133,1.63E-05
ASSAM,BONGAIGAON,2004,41,46,3,12,0,23,0,125,15266133,8.19E-06
ASSAM,C.I.D.,2004,0,0,0,0,0,0,0,0,15266133,0
ASSAM,CACHAR,2004,46,92,4,114,0,256,0,512,15266133,3.35E-05
ASSAM,DARRANG,2004,55,38,7,55,0,38,0,193,15266133,1.26E-05
ASSAM,DHEMAJI,2004,53,40,0,33,0,74,0,200,15266133,1.31E-05
ASSAM,DHUBRI,2004,79,65,9,110,1,183,0,447,15266133,2.93E-05
ASSAM,DIBRUGARH,2004,58,68,4,50,0,63,0,243,15266133,1.59E-05
ASSAM,G.R.P.,2004,2,3,0,2,0,7,0,14,15266133,9.17E-07
ASSAM,GOALPARA,2004,50,51,3,8,0,119,0,231,15266133,1.51E-05
ASSAM,GOLAGHAT,2004,62,70,0,31,0,79,0,242,15266133,1.59E-05
ASSAM,GUWAHATI CITY,2004,88,228,3,45,0,55,0,419,15266133,2.74E-05
ASSAM,HAILAKANDI,2004,18,25,2,4,1,23,0,73,15266133,4.78E-06
ASSAM,JORHAT,2004,32,32,0,32,0,35,0,131,15266133,8.58E-06
ASSAM,KAMRUP,2004,59,110,3,26,0,67,0,265,15266133,1.74E-05
ASSAM,KARBI ANGLONG,2004,14,11,0,8,0,8,0,41,15266133,2.69E-06
ASSAM,KARIMGANJ,2004,32,31,8,4,0,67,0,142,15266133,9.30E-06
ASSAM,KOKRAJHAR,2004,33,24,2,41,0,45,0,145,15266133,9.50E-06
ASSAM,LAKHIMPUR,2004,56,94,1,46,0,112,0,309,15266133,2.02E-05
ASSAM,MORIGAON,2004,36,43,2,12,0,23,0,116,15266133,7.60E-06
ASSAM,N.C.HILLS,2004,1,6,0,3,0,21,0,31,15266133,2.03E-06
ASSAM,NAGAON,2004,91,134,6,69,5,203,0,508,15266133,3.33E-05
ASSAM,NALBARI,2004,29,48,3,48,0,23,0,151,15266133,9.89E-06
ASSAM,R.P.O.,2004,5,0,0,2,0,7,0,14,15266133,9.17E-07
ASSAM,SIBSAGAR,2004,49,81,0,12,0,92,0,234,15266133,1.53E-05
ASSAM,SONITPUR,2004,87,101,5,60,0,167,0,420,15266133,2.75E-05
ASSAM,TINSUKIA,2004,45,51,1,31,0,53,0,181,15266133,1.19E-05
ASSAM,TOTAL,2004,1171,1552,74,883,11,1945,0,5636,15266133,0.000369183
BIHAR,ARARIA,2004,34,22,11,13,0,27,0,107,49821295,2.15E-06
BIHAR,ARWAL,2004,2,0,16,0,0,10,0,28,49821295,5.62E-07
BIHAR,AURANGABAD,2004,18,27,40,0,0,33,0,118,49821295,2.37E-06
BIHAR,BAGAHA,2004,23,15,5,12,0,7,0,62,49821295,1.24E-06
BIHAR,BANKA,2004,44,22,25,5,0,15,0,111,49821295,2.23E-06
BIHAR,BEGUSARAI,2004,23,8,15,5,0,55,0,106,49821295,2.13E-06
BIHAR,BETTIAH,2004,128,40,29,9,0,161,0,367,49821295,7.37E-06
BIHAR,BHABHUA,2004,20,13,28,8,0,24,0,93,49821295,1.87E-06
BIHAR,BHAGALPUR,2004,63,59,12,13,0,226,0,373,49821295,7.49E-06
BIHAR,BHOJPUR,2004,9,9,34,42,0,68,0,162,49821295,3.25E-06
BIHAR,BUXAR,2004,13,5,21,13,0,37,1,90,49821295,1.81E-06
BIHAR,DARBHANGA,2004,59,15,33,0,0,70,6,183,49821295,3.67E-06
BIHAR,GAYA,2004,19,30,36,42,0,58,0,185,49821295,3.71E-06
BIHAR,GOPALGANJ,2004,39,27,38,5,9,132,0,250,49821295,5.02E-06
BIHAR,JAMALPUR RLY.,2004,0,1,3,1,0,0,0,5,49821295,1.00E-07
BIHAR,JAMUI,2004,31,11,11,29,0,45,0,127,49821295,2.55E-06
BIHAR,JEHANABAD,2004,6,8,6,19,0,25,0,64,49821295,1.28E-06
BIHAR,KATIHAR,2004,79,34,19,9,0,34,0,175,49821295,3.51E-06
BIHAR,KATIHAR RLY.,2004,2,3,0,1,0,1,0,7,49821295,1.41E-07
BIHAR,KHAGARIA,2004,18,10,9,10,0,27,0,74,49821295,1.49E-06
BIHAR,KISHANGANJ,2004,32,80,4,25,0,36,0,177,49821295,3.55E-06
BIHAR,LAKHISARAI,2004,13,13,10,4,0,9,0,49,49821295,9.84E-07
BIHAR,MADHEPURA,2004,11,11,7,4,0,8,0,41,49821295,8.23E-07
BIHAR,MADHUBANI,2004,61,33,34,121,0,111,0,360,49821295,7.23E-06
BIHAR,MOTIHARI,2004,29,56,45,15,0,93,0,238,49821295,4.78E-06
BIHAR,MUNGER,2004,11,14,20,12,0,40,0,97,49821295,1.95E-06
BIHAR,MUZAFFARPUR,2004,166,42,72,11,0,206,0,497,49821295,9.98E-06
BIHAR,MUZAFFARPUR RLY.,2004,2,3,0,1,0,1,0,7,49821295,1.41E-07
BIHAR,NALANDA,2004,43,32,68,43,0,110,3,299,49821295,6.00E-06
BIHAR,NAUGACHIA,2004,7,4,8,1,0,11,0,31,49821295,6.22E-07
BIHAR,NAWADAH,2004,37,12,16,5,0,23,0,93,49821295,1.87E-06
BIHAR,PATNA,2004,46,39,44,28,3,147,0,307,49821295,6.16E-06
BIHAR,PATNA RLY.,2004,2,0,1,13,0,1,0,17,49821295,3.41E-07
BIHAR,PURNEA,2004,62,6,11,3,0,19,2,103,49821295,2.07E-06
BIHAR,ROHTAS,2004,12,14,35,38,0,36,0,135,49821295,2.71E-06
BIHAR,SAHARSA,2004,21,21,11,39,0,13,0,105,49821295,2.11E-06
BIHAR,SAMASTIPUR,2004,28,16,44,9,0,40,21,158,49821295,3.17E-06
BIHAR,SARAN,2004,17,51,38,12,0,258,2,378,49821295,7.59E-06
BIHAR,SHEIKHPURA,2004,3,4,6,14,0,16,0,43,49821295,8.63E-07
BIHAR,SHEOHAR,2004,13,6,5,9,0,6,0,39,49821295,7.83E-07
BIHAR,SITAMARHI,2004,70,30,21,9,0,100,0,230,49821295,4.62E-06
BIHAR,SIWAN,2004,7,39,33,6,0,74,0,159,49821295,3.19E-06
BIHAR,SUPAUL,2004,25,7,7,20,0,18,0,77,49821295,1.55E-06
BIHAR,VAISHALI,2004,42,105,98,26,1,248,0,520,49821295,1.04E-05
BIHAR,TOTAL,2004,1390,997,1029,704,13,2679,35,6847,49821295,0.000137431
CHHATTISGARH,BALRAMPUR,2004,27,6,0,32,23,14,0,102,12712303,8.02E-06
CHHATTISGARH,BILASPUR,2004,61,21,9,179,8,102,0,380,12712303,2.99E-05
CHHATTISGARH,BIZAPUR,2004,3,1,1,10,0,1,0,16,12712303,1.26E-06
CHHATTISGARH,DANTEWARA,2004,11,3,1,8,3,1,0,27,12712303,2.12E-06
CHHATTISGARH,DHAMTARI,2004,37,1,0,64,8,16,0,126,12712303,9.91E-06
CHHATTISGARH,DURG,2004,124,30,10,253,23,114,0,554,12712303,4.36E-05
CHHATTISGARH,GRP RAIPUR,2004,2,1,0,2,0,1,0,6,12712303,4.72E-07
CHHATTISGARH,JAGDALPUR,2004,82,20,0,69,1,16,0,188,12712303,1.48E-05
CHHATTISGARH,JANJGIR,2004,30,5,7,104,15,75,0,236,12712303,1.86E-05
CHHATTISGARH,JASHPUR,2004,56,4,1,60,4,10,0,135,12712303,1.06E-05
CHHATTISGARH,KABIRDHAM,2004,22,4,5,70,2,19,0,122,12712303,9.60E-06
CHHATTISGARH,KANKER,2004,22,10,0,43,2,10,0,87,12712303,6.84E-06
CHHATTISGARH,KORBA,2004,34,6,5,49,7,32,0,133,12712303,1.05E-05
CHHATTISGARH,KORIYA,2004,50,4,2,109,1,36,0,202,12712303,1.59E-05
CHHATTISGARH,MAHASAMUND,2004,35,3,6,54,1,26,0,125,12712303,9.83E-06
CHHATTISGARH,NARAYANPUR,2004,1,0,0,2,0,0,0,3,12712303,2.36E-07
CHHATTISGARH,RAIGARH,2004,45,13,7,78,5,30,0,178,12712303,1.40E-05
CHHATTISGARH,RAIPUR,2004,143,27,10,253,19,134,0,586,12712303,4.61E-05
CHHATTISGARH,RAJNANDGAON,2004,61,2,5,74,8,40,0,190,12712303,1.49E-05
CHHATTISGARH,SARGUJA,2004,123,13,2,148,1,64,0,351,12712303,2.76E-05
CHHATTISGARH,TOTAL,2004,969,174,71,1661,131,741,0,3747,12712303,0.000294754
GOA,NORTH GOA,2004,13,2,2,16,8,6,0,47,719405,6.53E-05
GOA,SOUTH GOA,2004,24,8,0,7,7,11,0,57,719405,7.92E-05
GOA,TOTAL,2004,37,10,2,23,15,17,0,104,719405,0.000144564
GUJARAT,AHMEDABAD COMMR.,2004,40,122,10,63,20,768,0,1023,28948432,3.53E-05
GUJARAT,AHMEDABAD RURAL,2004,12,28,1,22,0,65,0,128,28948432,4.42E-06
GUJARAT,AHWA-DANG,2004,2,0,0,3,0,3,0,8,28948432,2.76E-07
GUJARAT,AMRELI,2004,5,23,1,26,3,116,0,174,28948432,6.01E-06
GUJARAT,ANAND,2004,12,39,0,24,3,116,0,194,28948432,6.70E-06
GUJARAT,BHARUCH,2004,14,16,0,27,4,65,0,126,28948432,4.35E-06
GUJARAT,BHAVNAGAR,2004,22,60,0,41,74,137,0,334,28948432,1.15E-05
GUJARAT,DAHOD,2004,9,23,0,26,0,20,0,78,28948432,2.69E-06
GUJARAT,GANDHINAGAR,2004,8,11,2,16,3,90,0,130,28948432,4.49E-06
GUJARAT,HIMATNAGAR,2004,10,43,0,61,0,204,0,318,28948432,1.10E-05
GUJARAT,JAMNAGAR,2004,8,27,0,26,4,171,0,236,28948432,8.15E-06
GUJARAT,JUNAGADH,2004,9,41,13,49,9,368,0,489,28948432,1.69E-05
GUJARAT,KHEDA NORTH,2004,8,22,0,27,0,139,0,196,28948432,6.77E-06
GUJARAT,KUTCH,2004,13,34,1,26,0,217,0,291,28948432,1.01E-05
GUJARAT,MEHSANA,2004,4,47,2,25,0,185,0,263,28948432,9.09E-06
GUJARAT,NARMADA,2004,6,7,0,2,0,10,0,25,28948432,8.64E-07
GUJARAT,NAVSARI,2004,5,7,1,5,0,19,0,37,28948432,1.28E-06
GUJARAT,PALANPUR,2004,21,36,0,33,1,133,0,224,28948432,7.74E-06
GUJARAT,PANCHMAHAL,2004,7,28,0,33,3,70,0,141,28948432,4.87E-06
GUJARAT,PATAN,2004,6,27,0,19,0,103,0,155,28948432,5.35E-06
GUJARAT,PORBANDAR,2004,1,4,0,5,0,41,0,51,28948432,1.76E-06
GUJARAT,RAJKOT COMMR.,2004,9,32,4,10,10,184,0,249,28948432,8.60E-06
GUJARAT,RAJKOT RURAL,2004,17,41,3,47,4,265,0,377,28948432,1.30E-05
GUJARAT,SURAT COMMR.,2004,24,47,17,21,6,102,0,217,28948432,7.50E-06
GUJARAT,SURAT RURAL,2004,14,13,3,11,2,33,0,76,28948432,2.63E-06
GUJARAT,SURENDRANAGAR,2004,13,23,0,35,0,63,0,134,28948432,4.63E-06
GUJARAT,VADODARA COMMR.,2004,6,34,0,10,8,140,0,198,28948432,6.84E-06
GUJARAT,VADODARA RURAL,2004,22,54,0,43,0,84,0,203,28948432,7.01E-06
GUJARAT,VALSAD,2004,9,16,0,12,0,40,0,77,28948432,2.66E-06
GUJARAT,W.RLY,2004,3,0,0,9,10,4,0,26,28948432,8.98E-07
GUJARAT,TOTAL,2004,339,905,58,757,164,3955,0,6178,28948432,0.000213414
HARYANA,AMBALA,2004,10,22,11,25,27,227,0,322,11856728,2.72E-05
HARYANA,BHIWANI,2004,28,12,28,19,0,68,0,155,11856728,1.31E-05
HARYANA,FARIDABAD,2004,42,49,28,45,585,157,0,906,11856728,7.64E-05
HARYANA,FATEHABAD,2004,9,9,6,17,3,38,0,82,11856728,6.92E-06
HARYANA,GRP,2004,2,0,7,3,111,0,0,123,11856728,1.04E-05
HARYANA,GURGAON,2004,36,34,21,21,18,115,0,245,11856728,2.07E-05
HARYANA,HISSAR,2004,16,31,12,18,9,127,0,213,11856728,1.80E-05
HARYANA,JHAJJAR,2004,11,7,14,17,18,104,0,171,11856728,1.44E-05
HARYANA,JIND,2004,7,6,14,2,18,31,0,78,11856728,6.58E-06
HARYANA,KAITHAL,2004,18,9,9,13,0,136,0,185,11856728,1.56E-05
HARYANA,KARNAL,2004,31,12,15,23,0,242,0,323,11856728,2.72E-05
HARYANA,KURUKSHETRA,2004,21,5,15,28,20,120,0,209,11856728,1.76E-05
HARYANA,MAHENDRAGARH,2004,20,11,8,18,0,36,0,93,11856728,7.84E-06
HARYANA,PANCHKULA,2004,6,5,4,53,0,57,0,125,11856728,1.05E-05
HARYANA,PANIPAT,2004,38,8,4,14,8,152,0,224,11856728,1.89E-05
HARYANA,REWARI,2004,16,21,8,24,0,48,0,117,11856728,9.87E-06
HARYANA,ROHTAK,2004,29,13,15,14,21,45,0,137,11856728,1.16E-05
HARYANA,SIRSA,2004,17,6,9,17,0,102,0,151,11856728,1.27E-05
HARYANA,SONIPAT,2004,13,20,16,22,12,88,0,171,11856728,1.44E-05
HARYANA,YAMUNANAGAR,2004,16,12,7,10,0,133,0,178,11856728,1.50E-05
HARYANA,TOTAL,2004,386,292,251,403,850,2026,0,4208,11856728,0.000354904
HIMACHAL PRADESH,BILASPUR,2004,10,5,0,28,0,28,0,71,3382729,2.10E-05
HIMACHAL PRADESH,CHAMBA,2004,14,20,1,22,0,11,0,68,3382729,2.01E-05
HIMACHAL PRADESH,G.R.P.,2004,0,0,0,0,0,0,0,0,3382729,0
HIMACHAL PRADESH,HAMIRPUR,2004,5,7,0,24,2,23,0,61,3382729,1.80E-05
HIMACHAL PRADESH,KANGRA,2004,15,10,2,34,1,57,0,119,3382729,3.52E-05
HIMACHAL PRADESH,KINNAUR,2004,8,3,0,4,0,4,0,19,3382729,5.62E-06
HIMACHAL PRADESH,KULLU,2004,13,11,1,11,1,10,0,47,3382729,1.39E-05
HIMACHAL PRADESH,LAHAUL-SPITI,2004,0,0,0,0,0,1,0,1,3382729,2.96E-07
HIMACHAL PRADESH,MANDI,2004,15,6,1,56,2,29,0,109,3382729,3.22E-05
HIMACHAL PRADESH,SHIMLA,2004,34,14,1,43,6,24,0,122,3382729,3.61E-05
HIMACHAL PRADESH,SIRMAUR,2004,9,10,1,23,4,15,0,62,3382729,1.83E-05
HIMACHAL PRADESH,SOLAN,2004,20,8,0,27,0,28,0,83,3382729,2.45E-05
HIMACHAL PRADESH,UNA,2004,10,5,1,12,0,22,0,50,3382729,1.48E-05
HIMACHAL PRADESH,TOTAL,2004,153,99,8,284,16,252,0,812,3382729,0.000240043
JAMMU & KASHMIR,ANANTNAG,2004,17,49,0,88,24,0,0,178,5900640,3.02E-05
JAMMU & KASHMIR,AWANTIPORA,2004,8,10,0,23,2,0,0,43,5900640,7.29E-06
JAMMU & KASHMIR,BARAMULLA,2004,15,74,1,167,36,0,0,293,5900640,4.97E-05
JAMMU & KASHMIR,BORDER,2004,4,10,0,10,7,2,0,33,5900640,5.59E-06
JAMMU & KASHMIR,BUDGAM,2004,6,54,0,87,14,0,0,161,5900640,2.73E-05
JAMMU & KASHMIR,CRIME JAMMU,2004,0,0,0,0,0,0,0,0,5900640,0
JAMMU & KASHMIR,CRIME SRINAGAR,2004,0,0,0,0,0,0,0,0,5900640,0
JAMMU & KASHMIR,DODA,2004,4,20,0,13,3,1,0,41,5900640,6.95E-06
JAMMU & KASHMIR,GANDERBAL,2004,12,29,0,80,7,0,0,128,5900640,2.17E-05
JAMMU & KASHMIR,HANDWARA,2004,7,30,0,43,4,0,0,84,5900640,1.42E-05
JAMMU & KASHMIR,JAMMU,2004,19,54,5,24,65,38,0,205,5900640,3.47E-05
JAMMU & KASHMIR,KARGIL,2004,1,1,0,1,0,0,0,3,5900640,5.08E-07
JAMMU & KASHMIR,KATHUA,2004,10,15,0,11,7,6,0,49,5900640,8.30E-06
JAMMU & KASHMIR,KULGAM,2004,11,37,0,23,3,0,0,74,5900640,1.25E-05
JAMMU & KASHMIR,KUPWARA,2004,20,40,0,61,7,0,0,128,5900640,2.17E-05
JAMMU & KASHMIR,LEH,2004,3,4,0,3,0,1,0,11,5900640,1.86E-06
JAMMU & KASHMIR,POONCH,2004,11,18,0,7,3,2,0,41,5900640,6.95E-06
JAMMU & KASHMIR,PULWAMA,2004,0,39,1,35,4,1,0,80,5900640,1.36E-05
JAMMU & KASHMIR,RAILWAYS,2004,1,0,0,0,0,0,0,1,5900640,1.69E-07
JAMMU & KASHMIR,RAJOURI,2004,22,27,2,23,2,7,0,83,5900640,1.41E-05
JAMMU & KASHMIR,RAMBAN,2004,7,12,0,8,1,0,0,28,5900640,4.75E-06
JAMMU & KASHMIR,REASI,2004,5,9,0,5,7,4,0,30,5900640,5.08E-06
JAMMU & KASHMIR,SRINAGAR,2004,24,92,0,261,55,16,0,448,5900640,7.59E-05
JAMMU & KASHMIR,UDHAMPUR,2004,11,8,0,17,13,4,0,53,5900640,8.98E-06
JAMMU & KASHMIR,TOTAL,2004,218,632,9,990,264,82,0,2195,5900640,0.000371994
JHARKHAND,BOKARO,2004,48,26,29,32,0,16,0,151,16057819,9.40E-06
JHARKHAND,CHAIBASA,2004,37,9,0,17,0,8,0,71,16057819,4.42E-06
JHARKHAND,CHATRA,2004,18,1,15,0,0,4,0,38,16057819,2.37E-06
JHARKHAND,DEOGHAR,2004,37,2,16,7,0,17,0,79,16057819,4.92E-06
JHARKHAND,DHANBAD,2004,38,25,36,53,3,19,0,174,16057819,1.08E-05
JHARKHAND,DHANBAD RLY.,2004,2,1,0,2,0,0,0,5,16057819,3.11E-07
JHARKHAND,DUMKA,2004,50,3,8,31,0,37,0,129,16057819,8.03E-06
JHARKHAND,GARHWA,2004,32,2,14,2,0,19,2,71,16057819,4.42E-06
JHARKHAND,GIRIDIH,2004,39,8,52,48,0,36,0,183,16057819,1.14E-05
JHARKHAND,GODDA,2004,86,6,4,0,0,56,0,152,16057819,9.47E-06
JHARKHAND,GUMLA,2004,31,8,1,4,0,14,0,58,16057819,3.61E-06
JHARKHAND,HAZARIBAGH,2004,71,18,31,27,0,90,0,237,16057819,1.48E-05
JHARKHAND,JAMSHEDPUR,2004,76,18,12,40,0,72,0,218,16057819,1.36E-05
JHARKHAND,JAMSHEDPUR RLY.,2004,1,1,0,5,0,0,0,7,16057819,4.36E-07
JHARKHAND,JAMTARA,2004,25,2,3,14,0,18,0,62,16057819,3.86E-06
JHARKHAND,KODERMA,2004,6,4,7,8,0,37,0,62,16057819,3.86E-06
JHARKHAND,LATEHAR,2004,12,2,3,4,0,3,0,24,16057819,1.49E-06
JHARKHAND,LOHARDAGGA,2004,14,1,0,4,0,12,0,31,16057819,1.93E-06
JHARKHAND,PAKUR,2004,37,1,2,3,0,5,0,48,16057819,2.99E-06
JHARKHAND,PALAMU,2004,14,8,24,11,0,18,34,109,16057819,6.79E-06
JHARKHAND,RANCHI,2004,55,22,9,73,0,62,0,221,16057819,1.38E-05
JHARKHAND,SAHEBGANJ,2004,26,5,5,22,0,19,0,77,16057819,4.80E-06
JHARKHAND,SARAIKELA,2004,26,4,3,4,0,25,0,62,16057819,3.86E-06
JHARKHAND,SIMDEGA,2004,16,1,1,0,0,1,0,19,16057819,1.18E-06
JHARKHAND,TOTAL,2004,797,178,275,411,3,588,36,2288,16057819,0.000142485
KARNATAKA,BAGALKOT,2004,3,14,2,40,0,54,0,113,30128640,3.75E-06
KARNATAKA,BANGALORE COMMR.,2004,32,61,44,151,35,227,0,550,30128640,1.83E-05
KARNATAKA,BANGALORE RURAL,2004,29,20,31,104,0,94,0,278,30128640,9.23E-06
KARNATAKA,BELGAUM,2004,5,12,6,56,0,109,0,188,30128640,6.24E-06
KARNATAKA,BELLARY,2004,5,12,5,38,1,44,0,105,30128640,3.49E-06
KARNATAKA,BIDAR,2004,8,16,8,27,2,47,0,108,30128640,3.58E-06
KARNATAKA,BIJAPUR,2004,8,11,2,96,0,73,0,190,30128640,6.31E-06
KARNATAKA,CHAMARAJNAGAR,2004,7,2,4,42,0,19,0,74,30128640,2.46E-06
KARNATAKA,CHICKMAGALUR,2004,7,7,5,55,4,59,0,137,30128640,4.55E-06
KARNATAKA,CHITRADURGA,2004,16,5,6,63,0,39,0,129,30128640,4.28E-06
KARNATAKA,DAKSHIN KANNADA,2004,12,8,1,25,4,26,0,76,30128640,2.52E-06
KARNATAKA,DAVANAGERE,2004,8,7,11,61,0,59,0,146,30128640,4.85E-06
KARNATAKA,DHARWAD COMMR.,2004,1,6,3,8,1,10,0,29,30128640,9.63E-07
KARNATAKA,DHARWAD RURAL,2004,3,3,2,13,0,4,0,25,30128640,8.30E-07
KARNATAKA,GADAG,2004,1,3,2,21,0,16,0,43,30128640,1.43E-06
KARNATAKA,GULBARGA,2004,23,35,7,122,0,98,0,285,30128640,9.46E-06
KARNATAKA,HASSAN,2004,16,8,9,49,0,72,0,154,30128640,5.11E-06
KARNATAKA,HAVERI,2004,9,0,2,28,0,25,0,64,30128640,2.12E-06
KARNATAKA,K.G.F.,2004,2,7,7,9,0,13,0,38,30128640,1.26E-06
KARNATAKA,KODAGU,2004,8,1,2,18,2,11,0,42,30128640,1.39E-06
KARNATAKA,KOLAR,2004,16,16,28,32,0,43,0,135,30128640,4.48E-06
KARNATAKA,KOPPAL,2004,8,4,6,16,0,47,0,81,30128640,2.69E-06
KARNATAKA,MANDYA,2004,15,0,19,46,2,43,0,125,30128640,4.15E-06
KARNATAKA,MYSORE COMMR.,2004,4,5,4,6,0,49,0,68,30128640,2.26E-06
KARNATAKA,MYSORE RURAL,2004,11,4,14,79,0,53,0,161,30128640,5.34E-06
KARNATAKA,RAICHUR,2004,6,7,5,57,1,67,0,143,30128640,4.75E-06
KARNATAKA,RAILWAYS,2004,0,0,0,3,0,0,0,3,30128640,9.96E-08
KARNATAKA,SHIMOGA,2004,11,9,5,60,2,107,0,194,30128640,6.44E-06
KARNATAKA,TUMKUR,2004,15,0,16,61,1,33,0,126,30128640,4.18E-06
KARNATAKA,UDUPI,2004,0,1,0,21,2,22,0,46,30128640,1.53E-06
KARNATAKA,UTTAR KANNADA,2004,2,2,3,28,0,25,0,60,30128640,1.99E-06
KARNATAKA,TOTAL,2004,291,286,259,1435,57,1588,0,3916,30128640,0.000129976
KERALA,ALAPUZHA,2004,12,6,0,132,5,213,0,368,17378649,2.12E-05
KERALA,CBCID,2004,0,0,0,0,0,3,0,3,17378649,1.73E-07
KERALA,ERNAKULAM COMMR.,2004,7,8,1,64,5,79,0,164,17378649,9.44E-06
KERALA,ERNAKULAM RURAL,2004,21,5,5,136,2,110,0,279,17378649,1.61E-05
KERALA,IDUKKI,2004,15,9,0,101,10,111,0,246,17378649,1.42E-05
KERALA,KANNUR,2004,33,2,0,92,7,193,0,327,17378649,1.88E-05
KERALA,KASARGOD,2004,29,3,1,73,2,92,0,200,17378649,1.15E-05
KERALA,KOLLAM,2004,55,12,3,287,24,337,0,718,17378649,4.13E-05
KERALA,KOTTAYAM,2004,28,8,1,159,12,139,0,347,17378649,2.00E-05
KERALA,KOZHIKODE COMMR.,2004,13,5,3,65,7,147,0,240,17378649,1.38E-05
KERALA,KOZHIKODE RURAL,2004,30,7,5,96,9,241,0,388,17378649,2.23E-05
KERALA,MALAPPURAM,2004,57,6,0,133,10,516,0,722,17378649,4.15E-05
KERALA,PALAKKAD,2004,36,5,1,102,3,233,0,380,17378649,2.19E-05
KERALA,PATHANAMTHITTA,2004,18,18,1,139,6,138,0,320,17378649,1.84E-05
KERALA,RAILWAYS,2004,0,1,0,3,1,0,0,5,17378649,2.88E-07
KERALA,THRISSUR,2004,41,10,2,175,10,244,0,482,17378649,2.77E-05
KERALA,TRIVANDRUM COMMR.,2004,18,17,0,172,4,95,0,306,17378649,1.76E-05
KERALA,TRIVANDRUM RURAL,2004,42,17,5,273,11,268,0,616,17378649,3.54E-05
KERALA,WAYANADU,2004,25,3,3,58,5,63,0,157,17378649,9.03E-06
KERALA,TOTAL,2004,480,142,31,2260,133,3222,0,6268,17378649,0.000360672
MADHYA PRADESH,ANUPPUR,2004,28,3,4,74,7,35,0,151,35014503,4.31E-06
